YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(months),Gender,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.6,16.6,,,14.7,18.5,1475,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,20.1,20.1,,,16.7,23.5,537,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,6.1,6.1,,,3.6,8.6,360,,3 - 5,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Age (months),3 - 5,AGEMO,AGEMO35
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.0,11.0,,,9.9,12.2,3033,,6 - 11,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Age (months),6 - 11,AGEMO,AGEMO611
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.2,12.2,,,11.1,13.2,3629,,12 - 17,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Age (months),12 - 17,AGEMO,AGEMO1217
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.0,13.0,,,11.8,14.1,3298,,18 - 23,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Age (months),18 - 23,AGEMO,AGEMO1823
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,10.8,10.8,,,10.0,11.7,5052,,,Female,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Gender,Female,GEN,FEMALE
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.9,12.9,,,12.0,13.8,5268,,,Male,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Gender,Male,GEN,MALE
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.9,11.9,,,11.3,12.5,10320,Total,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Total,Total,OVR,OVERALL
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,6.5,6.5,,,0.9,12.1,77,,,,Asian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,11.8,11.8,,,11.1,12.5,8781,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,12.5,12.5,,,10.5,14.4,1075,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,Value,13.5,13.5,,,9.9,17.1,349,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q060,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.5,16.5,,,16.2,16.9,42822,Total,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Total,Total,OVR,OVERALL
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.8,16.8,,,16.3,17.3,21827,,,Male,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Gender,Male,GEN,MALE
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.2,16.2,,,15.7,16.7,20995,,,Female,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Gender,Female,GEN,FEMALE
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.4,16.4,,,15.9,17.0,17235,,24 - 35,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),24 - 35,AGEMO,AGEMO2435
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.2,16.2,,,15.6,16.8,14741,,36 - 47,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),36 - 47,AGEMO,AGEMO3647
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.0,17.0,,,16.3,17.8,10846,,48 - 59,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),48 - 59,AGEMO,AGEMO4859
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.2,16.2,,,15.7,16.8,18648,,,,Non-Hispanic White,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.9,13.9,,,13.2,14.6,8922,,,,Non-Hispanic Black,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.3,18.3,,,17.6,19.0,11611,,,,Hispanic,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,19.8,19.8,,,17.7,22.0,1315,,,,American Indian/Alaska Native,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2008,2008,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.1,18.1,,,16.5,19.6,2326,,,,Asian/Pacific Islander,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.1,17.1,,,16.8,17.4,48524,Total,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Total,Total,OVR,OVERALL
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.5,17.5,,,17.1,18.0,24628,,,Male,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Gender,Male,GEN,MALE
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.6,16.6,,,16.2,17.1,23896,,,Female,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Gender,Female,GEN,FEMALE
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.6,16.6,,,16.1,17.1,19413,,24 - 35,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),24 - 35,AGEMO,AGEMO2435
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.0,17.0,,,16.4,17.5,17107,,36 - 47,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),36 - 47,AGEMO,AGEMO3647
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.1,18.1,,,17.4,18.8,12004,,48 - 59,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),48 - 59,AGEMO,AGEMO4859
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.6,16.6,,,16.1,17.1,21029,,,,Non-Hispanic White,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.6,15.6,,,14.9,16.3,9887,,,,Non-Hispanic Black,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.6,18.6,,,17.9,19.2,13497,,,,Hispanic,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Hispanic,RACE,RACEHIS
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,19.2,19.2,,,17.1,21.2,1415,,,,American Indian/Alaska Native,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.7,17.7,,,16.2,19.1,2696,,,,Asian/Pacific Islander,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.9,16.9,,,16.6,17.2,46000,Total,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Total,Total,OVR,OVERALL
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.8,16.8,,,16.3,17.3,23382,,,Male,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Gender,Male,GEN,MALE
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.0,17.0,,,16.5,17.5,22618,,,Female,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Gender,Female,GEN,FEMALE
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.0,16.0,,,15.4,16.5,17964,,24 - 35,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),24 - 35,AGEMO,AGEMO2435
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.0,17.0,,,16.4,17.6,15976,,36 - 47,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),36 - 47,AGEMO,AGEMO3647
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.2,18.2,,,17.5,18.8,12060,,48 - 59,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),48 - 59,AGEMO,AGEMO4859
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.6,16.6,,,16.1,17.1,19239,,,,Non-Hispanic White,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.5,15.5,,,14.8,16.2,9719,,,,Non-Hispanic Black,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.8,17.8,,,17.1,18.4,13073,,,,Hispanic,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,22.9,22.9,,,20.6,25.2,1283,,,,American Indian/Alaska Native,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.1,17.1,,,15.6,18.5,2686,,,,Asian/Pacific Islander,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,WI,Wisconsin,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.7,15.7,,,15.1,16.3,15458,,24 - 35,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q040,VALUE,55,Age (months),24 - 35,AGEMO,AGEMO2435
